id,scheme_slug,field_name,operator,rule_value,description
6453,tripura-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6454,tripura-farm-mechanization-rotavator-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6455,tripura-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6456,tripura-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6457,tripura-post-matric-merit-scholarship,state,eq,Tripura,Citizen state must be eq 'Tripura'
6458,tripura-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
6459,tripura-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6460,tripura-free-digital-tablet-laptop-distribution,state,eq,Tripura,Citizen state must be eq 'Tripura'
6461,tripura-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
6462,tripura-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6463,tripura-competitive-exam-coaching-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6464,tripura-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
6465,tripura-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6466,tripura-girl-child-higher-education-incentive,state,eq,Tripura,Citizen state must be eq 'Tripura'
6467,tripura-girl-child-higher-education-incentive,occupation,eq,Student,Citizen occupation must be eq 'Student'
6468,tripura-girl-child-higher-education-incentive,gender,eq,Female,Citizen gender must be eq 'Female'
6472,tripura-overseas-education-scholarship-for-ews,state,eq,Tripura,Citizen state must be eq 'Tripura'
6473,tripura-overseas-education-scholarship-for-ews,occupation,eq,Student,Citizen occupation must be eq 'Student'
6474,tripura-overseas-education-scholarship-for-ews,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6475,tripura-special-education-aid-for-divyang-students,state,eq,Tripura,Citizen state must be eq 'Tripura'
6476,tripura-special-education-aid-for-divyang-students,occupation,eq,Student,Citizen occupation must be eq 'Student'
6477,tripura-special-education-aid-for-divyang-students,annual_income,lte,350000,Citizen annual_income must be lte '350000'
6478,tripura-matru-kalyan-nutrition-dbt,state,eq,Tripura,Citizen state must be eq 'Tripura'
6479,tripura-matru-kalyan-nutrition-dbt,gender,eq,Female,Citizen gender must be eq 'Female'
6480,tripura-mahila-swavalamban-livelihood-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6481,tripura-mahila-swavalamban-livelihood-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6482,tripura-kanya-vivah-marriage-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6483,tripura-kanya-vivah-marriage-assistance,gender,eq,Female,Citizen gender must be eq 'Female'
6484,tripura-working-women-hostel-transport-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6485,tripura-working-women-hostel-transport-subsidy,gender,eq,Female,Citizen gender must be eq 'Female'
6486,tripura-single-mother-destitute-women-pension,state,eq,Tripura,Citizen state must be eq 'Tripura'
6487,tripura-single-mother-destitute-women-pension,gender,eq,Female,Citizen gender must be eq 'Female'
6488,tripura-sukanya-samriddhi-high-interest-top-up,state,eq,Tripura,Citizen state must be eq 'Tripura'
6489,tripura-sukanya-samriddhi-high-interest-top-up,gender,eq,Female,Citizen gender must be eq 'Female'
6490,tripura-universal-cashless-health-insurance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6491,tripura-universal-cashless-health-insurance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6492,tripura-critical-illness-relief-fund-cancer-kidney,state,eq,Tripura,Citizen state must be eq 'Tripura'
6493,tripura-critical-illness-relief-fund-cancer-kidney,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6494,tripura-free-diagnostic-tests-medicine-scheme,state,eq,Tripura,Citizen state must be eq 'Tripura'
6495,tripura-free-diagnostic-tests-medicine-scheme,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6496,tripura-senior-citizen-specialized-geriatric-care,state,eq,Tripura,Citizen state must be eq 'Tripura'
6497,tripura-senior-citizen-specialized-geriatric-care,age,gte,60,Citizen age must be gte '60'
6498,tripura-emergency-accidental-trauma-insurance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6499,tripura-emergency-accidental-trauma-insurance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6500,tripura-old-age-social-security-pension,state,eq,Tripura,Citizen state must be eq 'Tripura'
6501,tripura-old-age-social-security-pension,age,gte,60,Citizen age must be gte '60'
6502,tripura-divyangjan-disability-monthly-pension,state,eq,Tripura,Citizen state must be eq 'Tripura'
6503,tripura-divyangjan-disability-monthly-pension,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6504,tripura-antyodaya-subsidized-food-security,state,eq,Tripura,Citizen state must be eq 'Tripura'
6505,tripura-antyodaya-subsidized-food-security,annual_income,lte,100000,Citizen annual_income must be lte '100000'
6506,tripura-sanitation-workers-rehabilitation-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6507,tripura-sanitation-workers-rehabilitation-grant,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
6508,tripura-sanitation-workers-rehabilitation-grant,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6509,tripura-tribal-livelihood-forest-produce-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6510,tripura-tribal-livelihood-forest-produce-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
6511,tripura-tribal-livelihood-forest-produce-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6512,tripura-youth-apprenticeship-monthly-stipend,state,eq,Tripura,Citizen state must be eq 'Tripura'
6513,tripura-youth-apprenticeship-monthly-stipend,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6514,tripura-youth-apprenticeship-monthly-stipend,age,between,18-29,Citizen age must be between '18-29'
6515,tripura-artisan-craftsman-modern-tool-kit-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6516,tripura-artisan-craftsman-modern-tool-kit-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
6517,tripura-artisan-craftsman-modern-tool-kit-grant,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6518,tripura-rural-youth-driving-heavy-machinery-training,state,eq,Tripura,Citizen state must be eq 'Tripura'
6519,tripura-rural-youth-driving-heavy-machinery-training,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6520,tripura-rural-youth-driving-heavy-machinery-training,age,between,18-35,Citizen age must be between '18-35'
6521,tripura-it-emerging-tech-bootcamp-voucher,state,eq,Tripura,Citizen state must be eq 'Tripura'
6522,tripura-it-emerging-tech-bootcamp-voucher,occupation,eq,Student,Citizen occupation must be eq 'Student'
6523,tripura-it-emerging-tech-bootcamp-voucher,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6524,tripura-self-employment-micro-credit-guarantee,state,eq,Tripura,Citizen state must be eq 'Tripura'
6525,tripura-self-employment-micro-credit-guarantee,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
6526,tripura-self-employment-micro-credit-guarantee,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6527,tripura-pucca-house-construction-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6528,tripura-pucca-house-construction-subsidy,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6529,tripura-rooftop-solar-green-energy-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6530,tripura-rooftop-solar-green-energy-assistance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6531,tripura-slum-rehabilitation-ews-flat-allocation,state,eq,Tripura,Citizen state must be eq 'Tripura'
6532,tripura-slum-rehabilitation-ews-flat-allocation,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6533,tripura-rural-toilet-water-tap-incentive,state,eq,Tripura,Citizen state must be eq 'Tripura'
6534,tripura-rural-toilet-water-tap-incentive,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6535,tripura-micro-enterprise-collateral-free-loan,state,eq,Tripura,Citizen state must be eq 'Tripura'
6536,tripura-micro-enterprise-collateral-free-loan,occupation,eq,Business,Citizen occupation must be eq 'Business'
6537,tripura-micro-enterprise-collateral-free-loan,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6538,tripura-women-entrepreneur-startup-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6539,tripura-women-entrepreneur-startup-grant,occupation,eq,Business,Citizen occupation must be eq 'Business'
6540,tripura-women-entrepreneur-startup-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6541,tripura-export-promotion-quality-certification-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6542,tripura-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6543,tripura-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6544,tripura-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Tripura,Citizen state must be eq 'Tripura'
6545,tripura-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
6546,tripura-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
6547,tripura-e-vehicle-green-mobility-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6548,tripura-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
6549,tripura-rainwater-harvesting-ground-water-recharge-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6550,tripura-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6551,tripura-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6552,tripura-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6553,tripura-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6554,tripura-phase-2-kisan-samriddhi-crop-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6555,tripura-phase-2-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6556,tripura-phase-2-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6557,tripura-phase-2-solar-krishi-pump-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6558,tripura-phase-2-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6559,tripura-phase-2-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6560,tripura-phase-2-horticulture-drip-irrigation-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6561,tripura-phase-2-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6562,tripura-phase-2-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6563,tripura-phase-2-dairy-cattle-development-incentive,state,eq,Tripura,Citizen state must be eq 'Tripura'
6564,tripura-phase-2-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6565,tripura-phase-2-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6566,tripura-phase-2-fodder-cultivation-animal-care-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6567,tripura-phase-2-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6568,tripura-phase-2-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6569,tripura-phase-2-fisheries-pond-biofloc-support,state,eq,Tripura,Citizen state must be eq 'Tripura'
6570,tripura-phase-2-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6571,tripura-phase-2-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6572,tripura-phase-2-soil-health-organic-farming-mission,state,eq,Tripura,Citizen state must be eq 'Tripura'
6573,tripura-phase-2-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6574,tripura-phase-2-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6575,tripura-phase-2-farm-mechanization-rotavator-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6576,tripura-phase-2-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6577,tripura-phase-2-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6578,tripura-phase-2-post-matric-merit-scholarship,state,eq,Tripura,Citizen state must be eq 'Tripura'
6579,tripura-phase-2-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
6580,tripura-phase-2-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6581,tripura-phase-2-free-digital-tablet-laptop-distribution,state,eq,Tripura,Citizen state must be eq 'Tripura'
6582,tripura-phase-2-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
6583,tripura-phase-2-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6584,tripura-phase-2-competitive-exam-coaching-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6585,tripura-phase-2-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
6586,tripura-phase-2-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6587,tripura-phase-2-girl-child-higher-education-incentive,state,eq,Tripura,Citizen state must be eq 'Tripura'
